Ticker,Inventory,Working Capital,Total Assets,Current Assets,Current Liabilities,Cash And Cash Equivalents,Total Debt,Stockholders Equity,Invested Capital,Reconciled Cost Of Revenue,Operating Revenue,Ebitda,Ebit,Interest Expense,Gross Profit,Net Income,mean,count
LSEAW,875326666.6666666,621660000.0,1200591333.3333333,1115623000.0,493963000.0,190740666.66666666,422454000.0,601427333.3333334,1011876666.6666666,879989333.3333334,1068120333.3333334,62160333.333333336,57319666.666666664,,188131000.0,39128666.666666664,,
LSPD,3348333.3333333335,597101333.3333334,2067909000.0,711122333.3333334,114021000.0,657257666.6666666,54164333.333333336,1892570000.0,1922336000.0,138152333.33333334,296912333.3333333,-110959000.0,-162458333.33333334,2882000.0,158760000.0,-155414000.0,,
LSTA,,62992333.333333336,68681333.33333333,67796333.33333333,4804000.0,24437666.666666668,607666.6666666666,63776000.0,63776000.0,,0.0,-35203000.0,-35265333.333333336,,,-29947000.0,,
LSTR,,492070000.0,1877047666.6666667,1390155000.0,898085000.0,268152333.33333334,200052333.33333334,813688666.6666666,976473000.0,5242435000.0,5949156000.0,494206000.0,443233666.6666667,3849666.6666666665,793268666.6666666,334848000.0,0.5873333333333335,15.0
LSXMA,,-2652666666.6666665,31411333333.333332,1853333333.3333333,4506000000.0,652000000.0,13468333333.333334,8348333333.333333,21816666666.666668,4238666666.6666665,8579666666.666667,1855666666.6666667,1260000000.0,491666666.6666667,4341000000.0,381333333.3333333,,
LSXMB,,-2652666666.6666665,31411333333.333332,1853333333.3333333,4506000000.0,652000000.0,13468333333.333334,8348333333.333333,21816666666.666668,4238666666.6666665,8579666666.666667,1855666666.6666667,1260000000.0,491666666.6666667,4341000000.0,381333333.3333333,,
LSXMK,,-2652666666.6666665,31411333333.333332,1853333333.3333333,4506000000.0,652000000.0,13468333333.333334,8348333333.333333,21816666666.666668,4238666666.6666665,8579666666.666667,1855666666.6666667,1260000000.0,491666666.6666667,4341000000.0,381333333.3333333,,
LTBR,,23492156.333333332,25406940.333333332,25193483.666666668,1701327.3333333333,25059758.333333332,,23705613.0,23704491.0,,0.0,-8271934.0,-8305306.333333333,,,-9916929.333333334,,
LTC,3570000.0,435731333.3333333,1540138000.0,472137666.6666667,36406333.333333336,7770666.666666667,713318333.3333334,777494333.3333334,1490812666.6666667,15314333.333333334,163270666.66666666,151955000.0,113667333.33333333,29505666.666666668,147956333.33333334,83726000.0,0.19000000000000006,36.0
LTH,40979333.333333336,-292843666.6666667,6299865333.333333,142753000.0,435596666.6666667,30113666.666666668,3951364333.3333335,1899022000.0,3863276666.6666665,857450666.6666666,1328706666.6666667,-10735000.0,-247968333.33333334,155482333.33333334,505545666.6666667,-313784666.6666667,,
LTRN,,48666418.666666664,51048810.666666664,50558686.333333336,1892267.6666666667,35985104.333333336,122112.66666666667,49102746.333333336,49138913.0,,0.0,-10970740.333333334,-10977483.666666666,,,-10843721.666666666,,
LTRX,22173000.0,31180666.666666668,92624333.33333333,55898666.666666664,24718000.0,11550333.333333334,12822333.333333334,57504000.0,65764333.333333336,47724666.666666664,86601333.33333333,-110666.66666666667,-4555333.333333333,893500.0,38503666.666666664,-6714666.666666667,,
LTRY,,15899864.0,78215452.66666667,36627708.0,20727844.0,12189082.333333334,9542287.0,55757129.666666664,65299416.666666664,5140624.0,10216164.333333334,-29153853.666666668,-32963178.333333332,7258739.333333333,5075540.333333333,-39702191.333333336,,
LTRYW,,15899864.0,78215452.66666667,36627708.0,20727844.0,12189082.333333334,9542287.0,55757129.666666664,65299416.666666664,5140624.0,10216164.333333334,-29153853.666666668,-32963178.333333332,7258739.333333333,5075540.333333333,-39702191.333333336,,
LU,,,319528666666.6667,,,34261294333.333332,42284623666.666664,89267783000.0,130711666666.66667,,49741306666.666664,,,9947427000.0,,12619287666.666666,1.02,2.0
LUCD,479333.3333333333,18233666.666666668,31234333.333333332,27699666.666666668,9466000.0,25413666.666666668,999500.0,21422666.666666668,21422666.666666668,1302666.6666666667,292333.3333333333,-29976666.666666668,-30623333.333333332,219666.66666666666,-1107333.3333333333,-30843000.0,,
LUCY,124747.33333333333,1014734.0,1908405.6666666667,1675620.3333333333,660886.3333333334,1232619.6666666667,316642.3333333333,1225702.6666666667,1542345.0,444253.0,469151.6666666667,-3167905.0,-3181651.0,49856.666666666664,24898.666666666668,-3231507.6666666665,,
LUCYW,124747.33333333333,1014734.0,1908405.6666666667,1675620.3333333333,660886.3333333334,1232619.6666666667,316642.3333333333,1225702.6666666667,1542345.0,444253.0,469151.6666666667,-3167905.0,-3181651.0,49856.666666666664,24898.666666666668,-3231507.6666666665,,
LULU,806855500.0,1225360000.0,4563846500.0,2369616000.0,1144256000.0,1205194000.0,839866500.0,2649306000.0,2649306000.0,2095099000.0,5329248000.0,1317130500.0,1112288500.0,,3036278000.0,782117500.0,,
LUMN,145666666.66666666,487666666.6666667,54333000000.0,6721000000.0,6233333333.333333,670333333.3333334,27499666666.666668,11125333333.333334,38255666666.666664,8430000000.0,19292333333.333332,5806000000.0,1816666666.6666667,1507333333.3333333,10862333333.333334,-249000000.0,0.25,11.0
LUMO,,93945333.33333333,100545666.66666667,100045000.0,6099666.666666667,83165000.0,369666.6666666667,88377666.66666667,88377666.66666667,,640333.3333333334,-29613333.333333332,-29896666.666666668,,,-22385000.0,,
LUNA,27379000.0,49795000.0,137415333.33333334,81929333.33333333,32134333.333333332,12839333.333333334,25586333.333333332,83255666.66666667,102939000.0,34064000.0,85375000.0,3235000.0,-1114000.0,447333.3333333333,51311000.0,4650666.666666667,,
LUNG,13863333.333333334,192792000.0,230852333.33333334,208981333.33333334,16189333.333333334,160592333.33333334,26028666.666666668,191126666.66666666,208495666.66666666,12704666.666666666,44937000.0,-43655666.666666664,-44610000.0,1692000.0,32232333.333333332,-46605000.0,,
LUNR,,-33826333.333333336,49497333.333333336,36389333.333333336,70215666.66666667,26326333.333333332,15298666.666666666,-41942666.666666664,-30651000.0,72792333.33333333,67584333.33333333,-14305666.666666666,-15135666.666666666,530000.0,-5208000.0,-15435000.0,,
LUNRW,,-33826333.333333336,49497333.333333336,36389333.333333336,70215666.66666667,26326333.333333332,15298666.666666666,-41942666.666666664,-30651000.0,72792333.33333333,67584333.33333333,-14305666.666666666,-15135666.666666666,530000.0,-5208000.0,-15435000.0,,
LUV,580333333.3333334,6989666666.666667,35425666666.666664,16005666666.666666,9016000000.0,11011666666.666666,11303666666.666666,9992333333.333334,19707666666.666668,13891666666.666666,14554666666.666666,907000000.0,-385666666.6666667,348666666.6666667,2325666666.6666665,-519333333.3333333,0.18,1.0
LUXH,,-9587292.333333334,37407990.0,4038030.6666666665,13625323.0,361304.0,36996698.333333336,-3695931.0,3521499.3333333335,21443065.0,26248608.333333332,-2055080.6666666667,-2850412.3333333335,2562741.6666666665,3842441.6666666665,-5413154.0,,
LUXHP,,-9587292.333333334,37407990.0,4038030.6666666665,13625323.0,361304.0,36996698.333333336,-3695931.0,3521499.3333333335,21443065.0,26248608.333333332,-2055080.6666666667,-2850412.3333333335,2562741.6666666665,3842441.6666666665,-5413154.0,,
LVLU,30335000.0,9617333.333333334,128685333.33333333,53637000.0,44019666.666666664,12391666.666666666,66353000.0,24621333.333333332,35325000.0,195154333.33333334,354644333.3333333,11848666.666666666,8456000.0,9971333.333333334,159490000.0,-4511333.333333333,,
LVO,1722333.3333333333,-24857333.333333332,72236000.0,28100333.333333332,52957666.666666664,12410333.333333334,23023666.666666668,-3303333.3333333335,19077333.333333332,55218333.333333336,73636000.0,-28478333.333333332,-37283000.0,4388000.0,15385000.0,-41553000.0,,
LVRO,1299092000.0,568689500.0,5043668000.0,3920901000.0,3352211500.0,356935500.0,591673500.0,1398380500.0,1874858500.0,4389258000.0,5183786666.666667,393231666.6666667,323700333.3333333,319782666.6666667,794528666.6666666,2620000.0,,
LVROW,1299092000.0,568689500.0,5043668000.0,3920901000.0,3352211500.0,356935500.0,591673500.0,1398380500.0,1874858500.0,4389258000.0,5183786666.666667,393231666.6666667,323700333.3333333,319782666.6666667,794528666.6666666,2620000.0,,
LVS,24000000.0,2892666666.6666665,20968333333.333332,5987000000.0,3094333333.3333335,3415666666.6666665,14925666666.666666,2950000000.0,17875666666.666668,2401666666.6666665,3761333333.3333335,116333333.33333333,-963666666.6666666,615333333.3333334,1359666666.6666667,-271333333.3333333,0.79,1.0
LVTX,,84907666.66666667,101052666.66666667,98420000.0,13512333.333333334,69006666.66666667,4799000.0,70676000.0,74852000.0,,9496000.0,-28962666.666666668,-29563666.666666668,349666.6666666667,,-30063000.0,,
LVWR,22276000.0,87567000.0,155165666.66666666,120011666.66666667,32444666.666666668,90103000.0,5863666.666666667,109582666.66666667,113006333.33333333,46042666.666666664,37834000.0,-70108333.33333333,-74462000.0,318000.0,-8208666.666666667,-74934000.0,,
LW,524866666.6666667,1133900000.0,4337166666.666667,1914633333.3333333,780733333.3333334,890833333.3333334,3028466666.6666665,360366666.6666667,3362200000.0,3001000000.0,3854066666.6666665,679433333.3333334,492033333.3333333,129100000.0,853066666.6666666,294866666.6666667,0.2366666666666667,12.0
LWAY,8282000.0,15510000.0,67040666.666666664,26692000.0,11182000.0,7201000.0,5751000.0,47851666.666666664,53358000.0,90653333.33333333,120886333.33333333,7290000.0,4262000.0,167000.0,27476333.333333332,2489000.0,,
LWLG,,16290427.666666666,21286275.0,17631437.0,1341009.3333333333,16947117.666666668,669618.3333333334,19510913.666666668,19647813.666666668,,0.0,-12675978.0,-13578693.666666666,,,-14192475.0,,
LX,49634333.333333336,5388981333.333333,21380687333.333332,16951884666.666666,11562903333.333334,1907345666.6666667,8697996666.666666,7389035000.0,16002728666.666666,6824844333.333333,10843193666.666666,1693583666.6666667,1560005000.0,65434333.333333336,4139019333.3333335,1249551666.6666667,,
LXEH,989568.6666666666,69201360.33333333,621563962.3333334,370173183.6666667,300971823.3333333,216576752.0,60784048.666666664,246491333.33333334,304800285.3333333,23131322.333333332,36441294.0,8974690.666666666,1732506.6666666667,2666176.0,13309971.666666666,-72775369.0,,
LXEO,,74547686.33333333,87781760.33333333,82046260.33333333,7498574.0,80856069.66666667,6741000.0,-58030809.0,-58030809.0,,943158.6666666666,-37745929.333333336,-38131929.333333336,79383.33333333333,,-38350596.0,,
LXFR,90133333.33333333,85233333.33333333,374100000.0,171733333.33333334,86500000.0,6766666.666666667,79833333.33333333,194500000.0,259233333.33333334,283466666.6666667,374100000.0,52900000.0,38733333.333333336,4000000.0,90633333.33333333,25600000.0,0.12624999999999997,12.0
LXP,,122471333.33333333,3850877000.0,267197666.66666666,144726333.33333334,141370333.33333334,1343433333.3333333,2204754000.0,3425262333.3333335,220990333.33333334,326582333.3333333,454018000.0,274461000.0,49108666.666666664,110906333.33333333,226577666.66666666,0.11266666666666665,12.0
LXP-PC,,122471333.33333333,3850877000.0,267197666.66666666,144726333.33333334,141370333.33333334,1343433333.3333333,2204754000.0,3425262333.3333335,220990333.33333334,326582333.3333333,454018000.0,274461000.0,49108666.666666664,110906333.33333333,226577666.66666666,0.8125,12.0
LXRX,0.0,98468000.0,178332000.0,129168666.66666667,30700666.666666668,78891000.0,23461000.0,129030000.0,149105000.0,643000.0,8144000.0,-75499000.0,-76716666.66666667,6042000.0,7501000.0,-82758666.66666667,,
LXU,60480333.333333336,194927666.66666666,1208653666.6666667,313105000.0,118177333.33333333,54059000.0,606941333.3333334,466035666.6666667,963173666.6666666,434957333.3333333,603088666.6666666,199324333.33333334,129723333.33333333,49106666.666666664,168131333.33333334,70660333.33333333,,
LYB,4683000000.0,5401333333.333333,36170000000.0,11898666666.666666,6497333333.333333,1795333333.3333333,14754333333.333334,10814666666.666666,23778666666.666668,35201000000.0,41459000000.0,6108333333.333333,4760000000.0,444000000.0,6258000000.0,3637333333.3333335,1.5450000000000002,12.0
LYEL,,587359000.0,991082333.3333334,631709333.3333334,44350333.333333336,185929333.33333334,63365000.0,827159666.6666666,490170333.3333333,,34363000.0,-192611000.0,-204590333.33333334,,,-212603000.0,,
LYFT,,76557333.33333333,4669759666.666667,2651022333.3333335,2574465000.0,352716333.3333333,1010725666.6666666,1135348000.0,1878990333.3333333,1861856333.3333333,3222713000.0,-1290467666.6666667,-1440967000.0,34682666.666666664,1360856666.6666667,-1466504000.0,,
LYG,,,875306666666.6666,,,80674000000.0,94808333333.33333,47944333333.333336,141756333333.33334,,15832333333.333334,,,3555333333.3333335,,3643000000.0,0.044500000000000005,4.0
LYRA,,62354666.666666664,81888333.33333333,74888000.0,12533333.333333334,50963333.333333336,2036000.0,63187333.333333336,63187333.333333336,,549333.3333333334,-39550333.333333336,-40271333.333333336,,,-40306000.0,,
LYT,,-5258370.666666667,83619831.0,35261347.333333336,40519718.0,25553.333333333332,1360500.6666666667,11699008.333333334,13059509.0,626775.0,650539.0,9100614.0,1078497.3333333333,645742.5,349033.5,262692.0,,
LYTS,57371333.333333336,62385666.666666664,256721333.33333334,123261000.0,60875333.333333336,2753666.6666666665,61432666.666666664,134879666.66666666,184137666.66666666,271526000.0,358763333.3333333,22902666.666666668,13940666.666666666,1042666.6666666666,87237333.33333333,10164000.0,0.05000000000000001,12.0
LYV,31517000.0,-154074333.33333334,13817487333.333334,6164461000.0,6318535333.333333,4342991000.0,7206701666.666667,-473997333.3333333,5040252000.0,6031971000.0,8270293000.0,58849333.333333336,-391576666.6666667,262585000.0,2238322000.0,-693151000.0,,
LZ,,-12114000.0,362824666.6666667,213920666.66666666,226034666.66666666,180949666.66666666,175555333.33333334,-70235333.33333333,101561666.66666667,185007333.33333334,555231666.6666666,-4421000.0,-24613333.333333332,31744000.0,370224333.3333333,-49167000.0,,
LZB,236990333.33333334,288911333.3333333,1717766666.6666667,834754000.0,545842666.6666666,299451666.6666667,400763000.0,761658666.6666666,786658666.6666666,1139121000.0,1931679000.0,260107666.66666666,156717666.66666666,1192000.0,792558000.0,111315666.66666667,0.14927272727272725,11.0
LZM,24868.0,35363617.333333336,53544409.0,41794703.0,6431085.666666667,22253136.333333332,197940.0,15699463.333333334,15699463.333333334,968886.5,2027520.0,-14259294.0,-14412014.333333334,213597.0,1541131.0,-13859027.333333334,,
M,4078500000.0,1084500000.0,17648000000.0,6471000000.0,5386500000.0,1695500000.0,7577500000.0,3087000000.0,7164000000.0,13621000000.0,21694500000.0,-272000000.0,-1188500000.0,273500000.0,8073500000.0,-1257000000.0,0.18714285714285714,7.0
MA,,4496000000.0,36659000000.0,17556000000.0,13060000000.0,8180666666.666667,13532000000.0,6667000000.0,20199000000.0,4513000000.0,20006666666.666668,11045666666.666666,10360333333.333334,427333333.3333333,14294333333.333334,8342666666.666667,0.4433333333333334,12.0
MAA,,-538468333.3333334,11240379333.333334,75761333.33333333,614229666.6666666,39386333.333333336,4507658666.666667,5969384000.0,10467476666.666666,1207534333.3333333,1825310666.6666667,1181748333.3333333,651716000.0,159730000.0,617776333.3333334,475396333.3333333,1.0646666666666667,12.0
MAA-PI,,-538468333.3333334,11240379333.333334,75761333.33333333,614229666.6666666,39386333.333333336,4507658666.666667,5969384000.0,10467476666.666666,1207534333.3333333,1825310666.6666667,1181748333.3333333,651716000.0,159730000.0,617776333.3333334,475396333.3333333,1.0625,12.0
MAC,,16547000.0,8541266333.333333,489942666.6666667,473395666.6666667,226023666.66666666,5078755333.333333,2723229666.6666665,7713372333.333333,362878333.3333333,802138000.0,383616333.3333333,65969333.333333336,161693333.33333334,457803666.6666667,-94002666.66666667,0.19749999999999998,12.0
MACA,,76804840.0,77446391.33333333,77446391.33333333,641551.3333333334,50119.666666666664,549996.6666666666,76741513.0,77291509.66666667,,0.0,-1088137.5,-1088137.5,,,-85596.5,,
MACAW,,76804840.0,77446391.33333333,77446391.33333333,641551.3333333334,50119.666666666664,549996.6666666666,76741513.0,77291509.66666667,,0.0,-1088137.5,-1088137.5,,,-85596.5,,
MACK,,16378000.0,17120333.333333332,17018333.333333332,640333.3333333334,15893333.333333334,,16480000.0,16480000.0,,0.0,-3267333.3333333335,-3267333.3333333335,0.0,,-2342333.3333333335,,
MAIN,,,3567179666.6666665,,,37889666.666666664,1667927666.6666667,1804066333.3333333,3471994000.0,,260119000.0,,,62233000.0,,200583666.66666666,0.194375,40.0
MAMA,2043002.0,3743645.5,22040277.0,10258884.0,6515238.5,2020579.0,8737369.5,8209782.0,13818355.0,31624581.5,45518679.0,2706765.5,1799159.5,115770.0,12296591.0,1907640.0,,
MAN,,1215500000.0,9429166666.666666,6341166666.666667,5125666666.666667,1017966666.6666666,1358733333.3333333,2470000000.0,3546233333.3333335,16249433333.333334,19517633333.333332,545400000.0,467300000.0,43000000.0,3268200000.0,260000000.0,1.25,6.0
MANH,,132070666.66666667,525099333.3333333,385945000.0,253874333.33333334,231291333.33333334,21688333.333333332,232113666.66666666,232113666.66666666,308650333.3333333,672366333.3333334,141539000.0,133698000.0,,363716000.0,108890333.33333333,,
MANU,2155333.3333333335,-200768333.33333334,1312480333.3333333,224971000.0,425739333.3333333,94473333.33333333,568378666.6666666,250417333.33333334,814408333.3333334,,528786333.3333333,106682333.33333333,-42199333.333333336,22623333.333333332,,-76986333.33333333,0.09,5.0
MAPS,,26904000.0,206024333.33333334,62694666.666666664,35790666.666666664,38759666.666666664,28140666.666666668,35402333.333333336,35470666.666666664,10325000.0,190156000.0,-5567000.0,-12200666.666666666,,179831000.0,-5592000.0,,
MAPSW,,26904000.0,206024333.33333334,62694666.666666664,35790666.666666664,38759666.666666664,28140666.666666668,35402333.333333336,35470666.666666664,10325000.0,190156000.0,-5567000.0,-12200666.666666666,,179831000.0,-5592000.0,,
MAQC,,-793431.0,107052919.5,383161.5,1176592.5,271261.0,1355854.0,98248951.0,98926878.0,,0.0,-740625.5,-740625.5,,,6788073.5,,
MAQCW,,-793431.0,107052919.5,383161.5,1176592.5,271261.0,1355854.0,98248951.0,98926878.0,,0.0,-740625.5,-740625.5,,,6788073.5,,
MAR,,-3244666666.6666665,25023000000.0,3254666666.6666665,6499333333.333333,925666666.6666666,11177666666.666666,804000000.0,10996666666.666666,12029000000.0,3684666666.6666665,2050333333.3333333,1698666666.6666667,422666666.6666667,2939333333.3333335,1063333333.3333334,0.37,4.0
MARA,,403128813.3333333,984275413.0,416064405.0,12935591.666666666,171194592.0,504034698.6666667,459929321.3333333,963475821.3333334,66911666.666666664,93757666.66666667,-206765666.66666666,-238991333.33333334,5523666.666666667,26846000.0,-244761000.0,,
MARPS,,997575.0,997575.0,997575.0,0.0,996634.6666666666,,997575.0,,,867290.6666666666,641604.3333333334,641604.3333333334,,,646627.6666666666,0.10408333333333332,12.0
MARX,,-161366.0,125077.5,0.0,161366.0,0.0,155306.5,-36288.5,119018.0,,0.0,-2718.0,-2718.0,,,-2718.0,,
MARXU,,-161366.0,125077.5,0.0,161366.0,0.0,155306.5,-36288.5,119018.0,,0.0,-2718.0,-2718.0,,,-2718.0,,
MAS,1109333333.3333333,1365000000.0,5513000000.0,3285666666.6666665,1920666666.6666667,901333333.3333334,3199000000.0,-154666666.66666666,2813666666.6666665,5360000000.0,8081000000.0,1323666666.6666667,1180666666.6666667,176666666.66666666,2721000000.0,826000000.0,0.20916666666666672,12.0
MASI,306117333.3333333,838909666.6666666,2270050666.6666665,1216088333.3333333,377178666.6666667,529882333.3333333,365282666.6666667,1432246666.6666667,1751146666.6666667,602833333.3333334,1472900000.0,319600000.0,252600000.0,8766666.666666666,870066666.6666666,204466666.66666666,,
MASS,8333000.0,198197000.0,227440000.0,213162000.0,14965000.0,190574000.0,20739333.333333332,181414666.66666666,196358666.66666666,17257666.666666668,38650666.666666664,-21196666.666666668,-22320000.0,530333.3333333334,21393000.0,-22850333.333333332,,
MAT,733240666.6666666,1319625000.0,6035481666.666667,2700085000.0,1380460000.0,751592666.6666666,2901905000.0,1411754000.0,3995843666.6666665,2709914666.6666665,5160287000.0,765928666.6666666,579281000.0,195029000.0,2450372333.3333335,473493000.0,,
MATH,,9735941.333333334,16643567.0,16300019.0,6564077.666666667,2095151.6666666667,1497912.6666666667,9957308.0,11298412.0,408984.3333333333,44654.333333333336,-3720525.3333333335,-3813250.3333333335,1183802.0,-303664.3333333333,-7001916.0,,
MATV,324700000.0,367200000.0,2558133333.3333335,655233333.3333334,288033333.3333333,84600000.0,1213666666.6666667,837033333.3333334,2021933333.3333333,1201866666.6666667,1560600000.0,198900000.0,102900000.0,54233333.333333336,358733333.3333333,55366666.666666664,0.4333333333333334,12.0
MATW,196542666.66666666,248628666.66666666,1995827333.3333333,609451333.3333334,360822666.6666667,53175333.333333336,875596000.0,578235666.6666666,1377173000.0,1075355000.0,1643913000.0,82199000.0,-36676333.333333336,30431333.333333332,520626333.3333333,-61339666.666666664,0.21666666666666667,12.0
MATX,,21500000.0,3641233333.3333335,590000000.0,568500000.0,182200000.0,991500000.0,1641833333.3333333,2263200000.0,2424466666.6666665,3550533333.3333335,1191266666.6666667,950200000.0,22666666.666666668,1126066666.6666667,728133333.3333334,0.26499999999999996,12.0
MAV,,,450953274.0,,,12338713.0,867197.0,276344486.3333333,291481348.0,,5560083.333333333,,,2583883.3333333335,,4847952.333333333,0.044000000000000004,36.0
MAX,,25587333.333333332,223407333.33333334,115108333.33333333,89521000.0,29553333.333333332,184179000.0,-18034333.333333332,166144666.66666666,477399000.0,543016000.0,22745000.0,18415000.0,8337666.666666667,85654333.33333333,-16047000.0,,
MAXN,228430000.0,188654666.66666666,1099101333.3333333,623788000.0,435133333.3333333,200242666.66666666,278684333.3333333,274845000.0,537038000.0,924990333.3333334,896076000.0,-119119000.0,-167704666.66666666,29173000.0,-28914333.333333332,-221525000.0,,
MAYS,,7025290.0,97313432.33333333,10499209.666666666,3473919.6666666665,1944369.6666666667,35571273.666666664,53729905.666666664,61472491.333333336,14331480.333333334,20039825.666666668,1294982.0,-434753.3333333333,240028.0,6048773.0,-406781.3333333333,,
MBC,307766666.6666667,414433333.3333333,2748966666.6666665,776866666.6666666,362433333.3333333,132266666.66666667,379133333.3333333,1892466666.6666667,2218800000.0,2011000000.0,2866700000.0,280866666.6666667,216700000.0,733333.3333333334,809133333.3333334,161233333.33333334,,
MBCN,,,1470222333.3333333,,,80483333.33333333,35131333.333333336,162278666.66666666,192193333.33333334,,53896666.666666664,,,6058000.0,,14218333.333333334,0.17499999999999996,12.0
MBI,,,4607333333.333333,,,131000000.0,2188666666.6666665,-353000000.0,1835666666.6666667,,197000000.0,,-194000000.0,196333333.33333334,,-406000000.0,,
MBIN,,,11179746666.666666,,,479502000.0,1006792333.3333334,1141923000.0,1790581000.0,,403329333.3333333,,,84939333.33333333,,209119333.33333334,0.061111000000000006,12.0
MBINM,,,11179746666.666666,,,479502000.0,1006792333.3333334,1141923000.0,1790581000.0,,403329333.3333333,,,84939333.33333333,,209119333.33333334,0.539,1.0
MBINN,,,11179746666.666666,,,479502000.0,1006792333.3333334,1141923000.0,1790581000.0,,403329333.3333333,,,84939333.33333333,,209119333.33333334,0.3797142857142857,7.0
MBINO,,,11179746666.666666,,,479502000.0,1006792333.3333334,1141923000.0,1790581000.0,,403329333.3333333,,,84939333.33333333,,209119333.33333334,0.375,12.0
MBINP,,,11179746666.666666,,,479502000.0,1006792333.3333334,1141923000.0,1790581000.0,,403329333.3333333,,,84939333.33333333,,209119333.33333334,0.43799999999999994,12.0
MBIO,,84884333.33333333,109164000.0,96697333.33333333,11813000.0,94359333.33333333,11881000.0,85702666.66666667,94848000.0,,0.0,-63165666.666666664,-65539666.666666664,2430333.3333333335,,-67970000.0,,
MBLY,112666666.66666667,1436666666.6666667,16186000000.0,1826000000.0,389333333.3333333,575000000.0,,15508333333.333334,15508333333.333334,756333333.3333334,1407333333.3333333,426333333.3333333,-92333333.33333333,8000000.0,651000000.0,-117666666.66666667,,
MBOT,,14849333.333333334,17527666.666666668,16648666.666666666,1799333.3333333333,11861666.666666666,651666.6666666666,15326000.0,15326000.0,,0.0,-11160333.333333334,-11242333.333333334,80000.0,,-11216666.666666666,,
MBRX,,41310000.0,56847666.666666664,45097000.0,3787000.0,43073666.666666664,295666.6666666667,49648000.0,49648000.0,,0.0,-24285333.333333332,-24450000.0,,,-20758000.0,,
MBUU,115544333.33333333,97289666.66666667,690485333.3333334,211912000.0,114622333.33333333,53003333.333333336,117295000.0,377060666.6666667,492304333.3333333,683833000.0,931518333.3333334,172947666.66666666,150416666.66666666,3097333.3333333335,231935333.33333334,109678333.33333333,,
MBWM,,,4855904000.0,,,565979333.3333334,461100666.6666667,446507000.0,907607666.6666666,,178987666.66666666,,,23031333.333333332,,54740666.666666664,0.29666666666666663,12.0
MC,,-282353666.6666667,1322998000.0,386319000.0,668672666.6666666,309828000.0,193755333.33333334,471170333.3333333,471170333.3333333,697635666.6666666,1156394666.6666667,332550333.3333333,325908666.6666667,,458759000.0,231463000.0,1.027153846153846,13.0
MCAA,,287640.5,239166132.5,827037.5,539397.0,169022.0,118833.0,230576735.5,230695568.5,,0.0,-1303408.0,-1303408.0,,,1226281.0,,
MCAAW,,287640.5,239166132.5,827037.5,539397.0,169022.0,118833.0,230576735.5,230695568.5,,0.0,-1303408.0,-1303408.0,,,1226281.0,,
MCAC,,-1020308.0,47278593.5,173691.5,1193999.5,5497.0,118500.0,42859594.0,42978094.0,,0.0,-2098401.0,-2098401.0,,,-3763638.0,,
MCAF,,43486904.5,46102691.5,46102691.5,2615787.0,282689.0,681000.0,43486904.5,43827404.5,,0.0,-749746.0,-749746.0,,,-111447.0,,
MCB,,,5904838666.666667,,,1160357666.6666667,125506333.33333333,491224333.3333333,616729666.6666666,,192791000.0,,,22013333.333333332,,53148666.666666664,,
MCBC,,,2825898666.6666665,,,35454666.666666664,68539666.66666667,246962000.0,315501666.6666667,,83638000.0,,,4337333.333333333,,31303333.333333332,0.07999999999999999,12.0
MCBS,,,2810295333.3333335,,,241410333.33333334,338663333.3333333,294825000.0,623603000.0,,120298000.0,,,14556666.666666666,,53565666.666666664,0.12166666666666665,12.0
MCD,52900000.0,1604200000.0,52305566666.666664,6271966666.666667,4667766666.666667,3580700000.0,49837100000.0,-6143100000.0,30179100000.0,8528133333.333333,21530766666.666668,10731666666.666666,8901633333.333334,1203633333.3333333,11846500000.0,6151033333.333333,1.3291666666666664,12.0
MCFT,45904000.0,30064000.0,260478333.33333334,104360000.0,74296000.0,29924666.666666668,86096666.66666667,100102000.0,186198666.66666666,360400333.3333333,490214666.6666667,65388000.0,55846000.0,3302666.6666666665,122892333.33333333,30112333.333333332,,
MCHP,735033333.3333334,456333333.3333333,16701466666.666666,2271666666.6666665,1815333333.3333333,332800000.0,8846833333.333334,5605800000.0,14297033333.333334,1913100000.0,5844500000.0,2183433333.3333335,1012633333.3333334,355166666.6666667,3690166666.6666665,735166666.6666666,0.22883333333333333,12.0
MCHX,,21684000.0,66517666.666666664,36913666.666666664,15229666.666666666,27137000.0,4994333.333333333,49434000.0,51141666.666666664,19243000.0,52288000.0,-12941666.666666666,-18692000.0,26000.0,31273333.333333332,-17027000.0,,
MCI,,,372395824.3333333,,,21409186.666666668,38000000.0,324788042.3333333,362788042.3333333,,28959796.0,,,1280603.0,,27468834.333333332,0.24500000000000002,12.0
MCK,18227333333.333332,-452666666.6666667,63186666666.666664,44611666666.666664,45064333333.333336,4608333333.333333,8782666666.666666,933000000.0,7737666666.666667,231981333333.33334,244415000000.0,417000000.0,-439333333.3333333,214666666.66666666,12433666666.666666,-841666666.6666666,0.4549999999999999,12.0
MCN,,,154711530.66666666,,,,,150950290.0,,,13436339.0,,,,,12991674.0,0.17999999999999997,12.0
MCO,,1840333333.3333333,13812666666.666666,4204666666.6666665,2364333333.3333335,2059000000.0,7593000000.0,2271666666.6666665,9346333333.333334,1575000000.0,5685666666.666667,2724666666.6666665,2455333333.3333335,207333333.33333334,4110666666.6666665,1788666666.6666667,0.6266666666666668,12.0
